#   time = 26.953125,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   0.5235988   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   1.0471976   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   1.5707963   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   2.0943951   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   2.6179939   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   3.1415927   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   3.6651914   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   4.1887902   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   4.7123890   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   5.2359878   -1.4731704946e-07   -2.1504599574e-07
   0.0000000   5.7595865   -1.4731704946e-07   -2.1504599574e-07
   0.1745329   0.0000000    3.2945345031e-07    1.4607412844e-09
   0.1745329   0.5235988    2.0914679077e-07    3.4827360540e-07
   0.1745329   1.0471976   -2.3249970800e-07    4.0572795313e-07
   0.1745329   1.5707963   -4.9233553556e-07   -6.3657209311e-10
   0.1745329   2.0943951   -2.3301156807e-07   -4.0744335597e-07
   0.1745329   2.6179939    2.0952799490e-07   -3.4764669828e-07
   0.1745329   3.1415927    3.2972772459e-07   -1.1361229754e-09
   0.1745329   3.6651914    1.4237816210e-07    2.3286533549e-07
   0.1745329   4.1887902   -1.1761548761e-07    2.0579204306e-07
   0.1745329   4.7123890   -2.2154032055e-07    3.7714297441e-10
   0.1745329   5.2359878   -1.1732940247e-07   -2.0467377255e-07
   0.1745329   5.7595865    1.4222109346e-07   -2.3311825817e-07
   0.3490659   0.0000000    3.3089603678e-07    1.3803089373e-10
   0.3490659   0.5235988    2.6786160532e-07    4.1150023303e-07
   0.3490659   1.0471976   -3.0024741431e-07    5.9283833085e-07
   0.3490659   1.5707963   -7.4562045123e-07   -8.0189991356e-11
   0.3490659   2.0943951   -3.0050693244e-07   -5.9255073050e-07
   0.3490659   2.6179939    2.6781626649e-07   -4.1146692148e-07
   0.3490659   3.1415927    3.3089752647e-07   -1.3655467931e-10
   0.3490659   3.6651914    1.2209301907e-07    1.8762095965e-07
   0.3490659   4.1887902   -7.5273399645e-08    1.4828619479e-07
   0.3490659   4.7123890   -1.4836154969e-07    1.5184341781e-11
   0.3490659   5.2359878   -7.5213163266e-08   -1.4835521760e-07
   0.3490659   5.7595865    1.2211365911e-07   -1.8763552072e-07
   0.5235988   0.0000000    3.3097769187e-07    2.9084523856e-11
   0.5235988   0.5235988    3.5595246974e-07    4.7449175981e-07
   0.5235988   1.0471976   -3.6516887467e-07    8.7609050627e-07
   0.5235988   1.5707963   -1.1471516341e-06   -2.9413003636e-11
   0.5235988   2.0943951   -3.6505231003e-07   -8.7615985329e-07
   0.5235988   2.6179939    3.5594329280e-07   -4.7446725456e-07
   0.5235988   3.1415927    3.3097767878e-07   -2.9107394159e-11
   0.5235988   3.6651914    1.1157161255e-07    1.4870294333e-07
   0.5235988   4.1887902   -4.5119190834e-08    1.0821088633e-07
   0.5235988   4.7123890   -9.7223258255e-08    1.9589273102e-12
   0.5235988   5.2359878   -4.5130718791e-08   -1.0820339071e-07
   0.5235988   5.7595865    1.1157422383e-07   -1.4870982690e-07
   0.6981317   0.0000000    3.3098551476e-07    3.6211696398e-12
   0.6981317   0.5235988    4.7630642217e-07    5.2364094974e-07
   0.6981317   1.0471976   -3.7498853215e-07    1.3086238096e-06
   0.6981317   1.5707963   -1.8087806749e-06   -2.2257351150e-11
   0.6981317   2.0943951   -3.7497778095e-07   -1.3086255240e-06
   0.6981317   2.6179939    4.7630649624e-07   -5.2363572272e-07
   0.6981317   3.1415927    3.3098568120e-07   -3.6055060923e-12
   0.6981317   3.6651914    1.0515603098e-07    1.1562292753e-07
   0.6981317   4.1887902   -2.2609721565e-08    7.8848683701e-08
   0.6981317   4.7123890   -6.1406734065e-08    4.8202650951e-13
   0.6981317   5.2359878   -2.2609975510e-08   -7.8847805641e-08
   0.6981317   5.7595865    1.0515598803e-07   -1.1562361877e-07
   0.8726646   0.0000000    3.3098355726e-07   -5.7775887385e-12
   0.8726646   0.5235988    6.2899843655e-07    5.4127416281e-07
   0.8726646   1.0471976   -2.0798466614e-07    1.9355339182e-06
   0.8726646   1.5707963   -2.9350873204e-06   -4.9792110482e-13
   0.8726646   2.0943951   -2.0800911863e-07   -1.9355582266e-06
   0.8726646   2.6179939    6.2898751334e-07   -5.4126222794e-07
   0.8726646   3.1415927    3.3098319438e-07    5.7661935702e-12
   0.8726646   3.6651914    1.0136333471e-07    8.7248583651e-08
   0.8726646   4.1887902   -6.0955721048e-09    5.6599311281e-08
   0.8726646   4.7123890   -3.6639765349e-08    1.6895780551e-13
   0.8726646   5.2359878   -6.0953133721e-09   -5.6599159871e-08
   0.8726646   5.7595865    1.0136421641e-07   -8.7250010681e-08
   1.0471976   0.0000000    3.3097975683e-07   -8.9860169666e-12
   1.0471976   0.5235988    8.0320612165e-07    5.0572548390e-07
