#   time = 14.062500,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   0.5235988   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   1.0471976   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   1.5707963   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   2.0943951   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   2.6179939   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   3.1415927   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   3.6651914   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   4.1887902   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   4.7123890   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   5.2359878   -1.4772931627e-07   -2.1563795775e-07
   0.0000000   5.7595865   -1.4772931627e-07   -2.1563795775e-07
   0.1745329   0.0000000    3.3034251136e-07    1.4656201161e-09
   0.1745329   0.5235988    2.0976221898e-07    3.4934119394e-07
   0.1745329   1.0471976   -2.3330121361e-07    4.0707417006e-07
   0.1745329   1.5707963   -4.9405174311e-07   -6.3904326949e-10
   0.1745329   2.0943951   -2.3381487099e-07   -4.0879548177e-07
   0.1745329   2.6179939    2.1014473744e-07   -3.4871232373e-07
   0.1745329   3.1415927    3.3061756289e-07   -1.1400026725e-09
   0.1745329   3.6651914    1.4271880597e-07    2.3344536203e-07
   0.1745329   4.1887902   -1.1790220184e-07    2.0626830731e-07
   0.1745329   4.7123890   -2.2205111834e-07    3.7801584702e-10
   0.1745329   5.2359878   -1.1761526323e-07   -2.0514721461e-07
   0.1745329   5.7595865    1.4256134038e-07   -2.3369896596e-07
   0.3490659   0.0000000    3.3178819527e-07    1.3802242928e-10
   0.3490659   0.5235988    2.6876061541e-07    4.1292809375e-07
   0.3490659   1.0471976   -3.0157548862e-07    5.9537178162e-07
   0.3490659   1.5707963   -7.4914511629e-07   -8.0687298260e-11
   0.3490659   2.0943951   -3.0183652042e-07   -5.9508251977e-07
   0.3490659   2.6179939    2.6871508595e-07   -4.1289460956e-07
   0.3490659   3.1415927    3.3178967307e-07   -1.3654478841e-10
   0.3490659   3.6651914    1.2235966290e-07    1.8805052462e-07
   0.3490659   4.1887902   -7.5436373335e-08    1.4858873365e-07
   0.3490659   4.7123890   -1.4866125463e-07    1.5223090906e-11
   0.3490659   5.2359878   -7.5375974681e-08   -1.4865793563e-07
   0.3490659   5.7595865    1.2238035144e-07   -1.8806514949e-07
   0.5235988   0.0000000    3.3186949149e-07    2.8654645834e-11
   0.5235988   0.5235988    3.5732591233e-07    4.7637303105e-07
   0.5235988   1.0471976   -3.6735476652e-07    8.8116103999e-07
   0.5235988   1.5707963   -1.1551191772e-06   -2.9778662021e-11
   0.5235988   2.0943951   -3.6723688052e-07   -8.8123061217e-07
