#    time = 3.515625,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   0.5235988   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   1.0471976   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   1.5707963   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   2.0943951   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   2.6179939   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   3.1415927   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   3.6651914   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   4.1887902   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   4.7123890   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   5.2359878   -1.4806446556e-07   -2.1611849854e-07
   0.0000000   5.7595865   -1.4806446556e-07   -2.1611849854e-07
   0.1745329   0.0000000    3.3106398921e-07    1.4696897137e-09
   0.1745329   0.5235988    2.1026097246e-07    3.5020765160e-07
   0.1745329   1.0471976   -2.3395220081e-07    4.0816611917e-07
   0.1745329   1.5707963   -4.9544435873e-07   -6.4104632444e-10
   0.1745329   2.0943951   -2.3446731418e-07   -4.0989221910e-07
   0.1745329   2.6179939    2.1064455600e-07   -3.4957719018e-07
   0.1745329   3.1415927    3.3133967839e-07   -1.1432605921e-09
   0.1745329   3.6651914    1.4299527317e-07    2.3391650849e-07
   0.1745329   4.1887902   -1.1813538951e-07    2.0665530407e-07
   0.1745329   4.7123890   -2.2246642307e-07    3.7872556207e-10
   0.1745329   5.2359878   -1.1784776134e-07   -2.0553192160e-07
   0.1745329   5.7595865    1.4283748620e-07   -2.3417066450e-07
   0.3490659   0.0000000    3.3251227974e-07    1.3818514981e-10
   0.3490659   0.5235988    2.6948888114e-07    4.1408658149e-07
   0.3490659   1.0471976   -3.0265331057e-07    5.9742438690e-07
   0.3490659   1.5707963   -7.5200287406e-07   -8.1090575100e-11
   0.3490659   2.0943951   -3.0291556906e-07   -5.9713378449e-07
   0.3490659   2.6179939    2.6944317840e-07   -4.1405295631e-07
   0.3490659   3.1415927    3.3251376020e-07   -1.3670231525e-10
   0.3490659   3.6651914    1.2257621908e-07    1.8839961126e-07
   0.3490659   4.1887902   -7.5569072620e-08    1.4883486739e-07
   0.3490659   4.7123890   -1.4890507074e-07    1.5253791495e-11
   0.3490659   5.2359878   -7.5508545258e-08   -1.4890421766e-07
   0.3490659   5.7595865    1.2259695710e-07   -1.8841427433e-07
   0.5235988   0.0000000    3.3259342823e-07    2.8446266721e-11
   0.5235988   0.5235988    3.5843817904e-07    4.7789862647e-07
   0.5235988   1.0471976   -3.6912714314e-07    8.8526130428e-07
   0.5235988   1.5707963   -1.1615718179e-06   -3.0071058925e-11
   0.5235988   2.0943951   -3.6900818117e-07   -8.8533135878e-07
   0.5235988   2.6179939    3.5842889379e-07   -4.7787361203e-07
   0.5235988   3.1415927    3.3259345733e-07   -2.8457506662e-11
   0.5235988   3.6651914    1.1198470940e-07    1.4927917697e-07
   0.5235988   4.1887902   -4.5283217919e-08    1.0857605985e-07
   0.5235988   4.7123890   -9.7538973446e-08    1.9689889008e-12
   0.5235988   5.2359878   -4.5294804991e-08   -1.0856852792e-07
   0.5235988   5.7595865    1.1198731944e-07   -1.4928608435e-07
   0.6981317   0.0000000    3.3260077257e-07    3.1256232173e-12
   0.6981317   0.5235988    4.8013864311e-07    5.2795107488e-07
   0.6981317   1.0471976   -3.8080060752e-07    1.3279932589e-06
   0.6981317   1.5707963   -1.8449703710e-06   -2.6191411768e-11
   0.6981317   2.0943951   -3.8079017283e-07   -1.3280165975e-06
   0.6981317   2.6179939    4.8013879999e-07   -5.2794670211e-07
   0.6981317   3.1415927    3.3260087846e-07   -3.1181392827e-12
   0.6981317   3.6651914    1.0552556636e-07    1.1604671173e-07
   0.6981317   4.1887902   -2.2689046152e-08    7.9097172025e-08
   0.6981317   4.7123890   -6.1638761721e-08    4.8495173838e-13
   0.6981317   5.2359878   -2.2689301933e-08   -7.9096293413e-08
   0.6981317   5.7595865    1.0552554242e-07   -1.1604742302e-07
   0.8726646   0.0000000    3.3259867066e-07   -5.7817775574e-12
   0.8726646   0.5235988    6.3480268527e-07    5.4636742279e-07
   0.8726646   1.0471976   -2.1298049065e-07    1.9777457777e-06
   0.8726646   1.5707963   -3.0312637155e-06   -4.4772632983e-11
   0.8726646   2.0943951   -2.1299002681e-07   -1.9777683421e-06
   0.8726646   2.6179939    6.3478935078e-07   -5.4635427756e-07
   0.8726646   3.1415927    3.3259820168e-07    5.7794962974e-12
   0.8726646   3.6651914    1.0170647198e-07    8.7555469977e-08
   0.8726646   4.1887902   -6.1201643258e-09    5.6779482308e-08
   0.8726646   4.7123890   -3.6588157976e-08    1.6934604939e-13
   0.8726646   5.2359878   -6.1199031682e-09   -5.6779327984e-08
   0.8726646   5.7595865    1.0170735973e-07   -8.7556894292e-08
   1.0471976   0.0000000    3.3259509867e-07   -8.6141861222e-12
   1.0471976   0.5235988    8.1158668003e-07    5.1108983219e-07
   1.0471976   1.0471976    4.0386917013e-07    2.7918924001e-06
   1.0471976   1.5707963   -5.1236218934e-06    9.2529379632e-12
   1.0471976   2.0943951    4.0280560890e-07   -2.7920628776e-06
   1.0471976   2.6179939    8.1161308414e-07   -5.1109997618e-07
   1.0471976   3.1415927    3.3259575941e-07    8.6157873132e-12
   1.0471976   3.6651914    9.9513137183e-08    6.2685285119e-08
   1.0471976   4.1887902    5.6525543058e-09    3.9182055968e-08
   1.0471976   4.7123890   -1.9433846989e-08    7.2757652233e-14
   1.0471976   5.2359878    5.6521246262e-09   -3.9181825372e-08
   1.0471976   5.7595865    9.9512211293e-08   -6.2684282750e-08
   1.2217305   0.0000000    3.3259223163e-07   -7.8370251942e-12
   1.2217305   0.5235988    9.8413566042e-07    4.0436980223e-07
   1.2217305   1.0471976    1.8387973498e-06    3.3544383160e-06
   1.2217305   1.5707963   -8.2616711628e-06    2.7304795673e-11
   1.2217305   2.0943951    1.8380404665e-06   -3.3544644207e-06
   1.2217305   2.6179939    9.8417118139e-07   -4.0437226394e-07
   1.2217305   3.1415927    3.3259198317e-07    7.8368561746e-12
   1.2217305   3.6651914    9.8309524350e-08    4.0405563465e-08
   1.2217305   4.1887902    1.3488191919e-08    2.4625979845e-08
   1.2217305   4.7123890   -8.2957447269e-09    3.3808388532e-14
   1.2217305   5.2359878    1.3488077590e-08   -2.4626027806e-08
   1.2217305   5.7595865    9.8308794512e-08   -4.0404966526e-08
   1.3962634   0.0000000    3.3259018167e-07   -4.5823091810e-12
   1.3962634   0.5235988    1.1133704820e-06    2.2545222627e-07
   1.3962634   1.0471976    3.9536885577e-06    2.6128815116e-06
   1.3962634   1.5707963   -7.9792570824e-06    1.3387558956e-10
   1.3962634   2.0943951    3.9535913332e-06   -2.6133789779e-06
   1.3962634   2.6179939    1.1133729994e-06   -2.2545101529e-07
   1.3962634   3.1415927    3.3259092422e-07    4.5827019722e-12
   1.3962634   3.6651914    9.7720386176e-08    1.9795785488e-08
   1.3962634   4.1887902    1.7970481015e-08    1.1887310137e-08
   1.3962634   4.7123890   -2.0260342527e-09    1.3824622537e-14
   1.3962634   5.2359878    1.7970338198e-08   -1.1887274944e-08
   1.3962634   5.7595865    9.7720312448e-08   -1.9795784554e-08
   1.5707963   0.0000000    3.3258978543e-07    1.8578511904e-17
   1.5707963   0.5235988    1.1616600836e-06   -7.8942541254e-13
   1.5707963   1.0471976    5.1236030966e-06    6.7139811011e-12
   1.5707963   1.5707963   -1.7829591025e-09    8.5883041717e-11
