#   time = 17.578125,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   0.5235988   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   1.0471976   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   1.5707963   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   2.0943951   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   2.6179939   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   3.1415927   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   3.6651914   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   4.1887902   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   4.7123890   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   5.2359878   -1.4761713607e-07   -2.1547698983e-07
   0.0000000   5.7595865   -1.4761713607e-07   -2.1547698983e-07
   0.1745329   0.0000000    3.3010079850e-07    1.4642839564e-09
   0.1745329   0.5235988    2.0959498969e-07    3.4905091362e-07
   0.1745329   1.0471976   -2.3308318983e-07    4.0670819450e-07
   0.1745329   1.5707963   -4.9358508884e-07   -6.3837155443e-10
   0.1745329   2.0943951   -2.3359635920e-07   -4.0842790078e-07
   0.1745329   2.6179939    2.0997715110e-07   -3.4842257671e-07
   0.1745329   3.1415927    3.3037563758e-07   -1.1389382746e-09
   0.1745329   3.6651914    1.4262619708e-07    2.3328759974e-07
   0.1745329   4.1887902   -1.1782417364e-07    2.0613875536e-07
   0.1745329   4.7123890   -2.2191213420e-07    3.7777831947e-10
   0.1745329   5.2359878   -1.1753746625e-07   -2.0501842960e-07
   0.1745329   5.7595865    1.4246883929e-07   -2.3354101860e-07
   0.3490659   0.0000000    3.3154563488e-07    1.3800967648e-10
   0.3490659   0.5235988    2.6851635490e-07    4.1253990375e-07
   0.3490659   1.0471976   -3.0121434577e-07    5.9468337166e-07
   0.3490659   1.5707963   -7.4818691837e-07   -8.0551962200e-11
   0.3490659   2.0943951   -3.0147496567e-07   -5.9439455832e-07
   0.3490659   2.6179939    2.6847088554e-07   -4.1250646860e-07
   0.3490659   3.1415927    3.3154711158e-07   -1.3653366540e-10
   0.3490659   3.6651914    1.2228715672e-07    1.8793367029e-07
   0.3490659   4.1887902   -7.5391989801e-08    1.4850638035e-07
   0.3490659   4.7123890   -1.4857969903e-07    1.5212788964e-11
   0.3490659   5.2359878   -7.5331634340e-08   -1.4857553318e-07
   0.3490659   5.7595865    1.2230782742e-07   -1.8794828019e-07
   0.5235988   0.0000000    3.3162700233e-07    2.8764268914e-11
   0.5235988   0.5235988    3.5695278964e-07    4.7586169891e-07
   0.5235988   1.0471976   -3.6676053502e-07    8.7978462438e-07
   0.5235988   1.5707963   -1.1529560313e-06   -2.9680626767e-11
   0.5235988   2.0943951   -3.6664302470e-07   -8.7985405862e-07
   0.5235988   2.6179939    3.5694359710e-07   -4.7583691835e-07
   0.5235988   3.1415927    3.3162703051e-07   -2.8774441898e-11
   0.5235988   3.6651914    1.1173750262e-07    1.4893425871e-07
   0.5235988   4.1887902   -4.5185104598e-08    1.0835771251e-07
   0.5235988   4.7123890   -9.7345572570e-08    1.9630422658e-12
   0.5235988   5.2359878   -4.5196652391e-08   -1.0835020379e-07
   0.5235988   5.7595865    1.1174010323e-07   -1.4894113569e-07
