#    time = 0.000000,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   0.5235988   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   1.0471976   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   1.5707963   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   2.0943951   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   2.6179939   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   3.1415927   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   3.6651914   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   4.1887902   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   4.7123890   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   5.2359878   -1.4817563695e-07   -2.1627780386e-07
   0.0000000   5.7595865   -1.4817563695e-07   -2.1627780386e-07
   0.1745329   0.0000000    3.3130315391e-07    1.4710792533e-09
   0.1745329   0.5235988    2.1042616672e-07    3.5049484899e-07
   0.1745329   1.0471976   -2.3416800313e-07    4.0852788025e-07
   0.1745329   1.5707963   -4.9590577986e-07   -6.4170958404e-10
   0.1745329   2.0943951   -2.3468359919e-07   -4.1025556669e-07
   0.1745329   2.6179939    2.1081010333e-07   -3.4986386002e-07
   0.1745329   3.1415927    3.3157905448e-07   -1.1443809628e-09
   0.1745329   3.6651914    1.4308695391e-07    2.3407276047e-07
   0.1745329   4.1887902   -1.1821276640e-07    2.0678369193e-07
   0.1745329   4.7123890   -2.2260423360e-07    3.7896111292e-10
   0.1745329   5.2359878   -1.1792490947e-07   -2.0565954971e-07
   0.1745329   5.7595865    1.4292906028e-07   -2.3432709966e-07
   0.3490659   0.0000000    3.3275234314e-07    1.3830429171e-10
   0.3490659   0.5235988    2.6972999630e-07    4.1447049795e-07
   0.3490659   1.0471976   -3.0301043042e-07    5.9810390878e-07
   0.3490659   1.5707963   -7.5294887542e-07   -8.1224090216e-11
   0.3490659   2.0943951   -3.0327309522e-07   -5.9781286225e-07
   0.3490659   2.6179939    2.6968423596e-07   -4.1443682609e-07
   0.3490659   3.1415927    3.3275382488e-07   -1.3681969590e-10
   0.3490659   3.6651914    1.2264807563e-07    1.8851542479e-07
   0.3490659   4.1887902   -7.5613124162e-08    1.4891657165e-07
   0.3490659   4.7123890   -1.4898602262e-07    1.5263995405e-11
   0.3490659   5.2359878   -7.5552554064e-08   -1.4898597116e-07
   0.3490659   5.7595865    1.2266883019e-07   -1.8853010055e-07
   0.5235988   0.0000000    3.3283348391e-07    2.8442638899e-11
   0.5235988   0.5235988    3.5880636677e-07    4.7840410313e-07
   0.5235988   1.0471976   -3.6971414040e-07    8.8661774111e-07
   0.5235988   1.5707963   -1.1637055366e-06   -3.0167778922e-11
   0.5235988   2.0943951   -3.6959481990e-07   -8.8668795500e-07
   0.5235988   2.6179939    3.5879705958e-07   -4.7837903467e-07
   0.5235988   3.1415927    3.3283351359e-07   -2.8453898584e-11
   0.5235988   3.6651914    1.1204619487e-07    1.4936494817e-07
   0.5235988   4.1887902   -4.5307636323e-08    1.0863040389e-07
   0.5235988   4.7123890   -9.7587153211e-08    1.9704644592e-12
   0.5235988   5.2359878   -4.5319233215e-08   -1.0862286619e-07
   0.5235988   5.7595865    1.1204880750e-07   -1.4937186273e-07
   0.6981317   0.0000000    3.3284078390e-07    3.1121845346e-12
   0.6981317   0.5235988    4.8070622169e-07    5.2859045318e-07
   0.6981317   1.0471976   -3.8166070714e-07    1.3308628938e-06
   0.6981317   1.5707963   -1.8503512355e-06   -2.6359435624e-11
   0.6981317   2.0943951   -3.8165018975e-07   -1.3308863430e-06
   0.6981317   2.6179939    4.8070637764e-07   -5.2858606337e-07
   0.6981317   3.1415927    3.3284089168e-07   -3.1046954641e-12
   0.6981317   3.6651914    1.0558060084e-07    1.1610983443e-07
   0.6981317   4.1887902   -2.2700843960e-08    7.9134120555e-08
   0.6981317   4.7123890   -6.1667164523e-08    4.8536460691e-13
   0.6981317   5.2359878   -2.2701100045e-08   -7.9133241138e-08
   0.6981317   5.7595865    1.0558057683e-07   -1.1611054666e-07
   0.8726646   0.0000000    3.3283867410e-07   -5.7732968940e-12
   0.8726646   0.5235988    6.3566198508e-07    5.4712217963e-07
   0.8726646   1.0471976   -2.1371779759e-07    1.9839696491e-06
   0.8726646   1.5707963   -3.0467023747e-06   -4.5327539304e-11
   0.8726646   2.0943951   -2.1372940330e-07   -1.9839931460e-06
   0.8726646   2.6179939    6.3564853662e-07   -5.4710899223e-07
   0.8726646   3.1415927    3.3283820054e-07    5.7710302684e-12
   0.8726646   3.6651914    1.0175747519e-07    8.7601101142e-08
   0.8726646   4.1887902   -6.1237039032e-09    5.6804699633e-08
   0.8726646   4.7123890   -3.6604199249e-08    1.6950592091e-13
   0.8726646   5.2359878   -6.1234424979e-09   -5.6804545097e-08
   0.8726646   5.7595865    1.0175836500e-07   -8.7602527521e-08
   1.0471976   0.0000000    3.3283513483e-07   -8.5891441800e-12
   1.0471976   0.5235988    8.1282685368e-07    5.1188494710e-07
   1.0471976   1.0471976    4.0579211847e-07    2.8068039749e-06
   1.0471976   1.5707963   -5.1688336021e-06    7.7332909521e-11
   1.0471976   2.0943951    4.0474504946e-07   -2.8051186205e-06
   1.0471976   2.6179939    8.1285350366e-07   -5.1189505945e-07
   1.0471976   3.1415927    3.3283580074e-07    8.5907598092e-12
   1.0471976   3.6651914    9.9561627237e-08    6.2716933367e-08
   1.0471976   4.1887902    5.6544154868e-09    3.9198852357e-08
   1.0471976   4.7123890   -1.9442081940e-08    7.2820115610e-14
   1.0471976   5.2359878    5.6539852515e-09   -3.9198621610e-08
   1.0471976   5.7595865    9.9560698664e-08   -6.2715929613e-08
   1.2217305   0.0000000    3.3283230747e-07   -7.8148698166e-12
   1.2217305   0.5235988    9.8579266250e-07    4.0506196816e-07
   1.2217305   1.0471976    1.8497013745e-06    3.3760129099e-06
   1.2217305   1.5707963   -8.4096302874e-06    2.8397341367e-11
   1.2217305   2.0943951    1.8501091045e-06   -3.3766774752e-06
