#    time = 1.171875,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   0.5235988   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   1.0471976   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   1.5707963   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   2.0943951   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   2.6179939   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   3.1415927   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   3.6651914   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   4.1887902   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   4.7123890   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   5.2359878   -1.4813861452e-07   -2.1622475588e-07
   0.0000000   5.7595865   -1.4813861452e-07   -2.1622475588e-07
   0.1745329   0.0000000    3.3122351301e-07    1.4706136521e-09
   0.1745329   0.5235988    2.1037116566e-07    3.5039921621e-07
   0.1745329   1.0471976   -2.3409614428e-07    4.0840742970e-07
   0.1745329   1.5707963   -4.9575214576e-07   -6.4148875994e-10
   0.1745329   2.0943951   -2.3461157960e-07   -4.1013458788e-07
   0.1745329   2.6179939    2.1075498470e-07   -3.4976840293e-07
   0.1745329   3.1415927    3.3149934318e-07   -1.1440050020e-09
   0.1745329   3.6651914    1.4305642179e-07    2.3402072574e-07
   0.1745329   4.1887902   -1.1818699663e-07    2.0674093353e-07
   0.1745329   4.7123890   -2.2255833585e-07    3.7888265750e-10
   0.1745329   5.2359878   -1.1789921590e-07   -2.0561704435e-07
   0.1745329   5.7595865    1.4289856368e-07   -2.3427500391e-07
   0.3490659   0.0000000    3.3267240060e-07    1.3825978981e-10
   0.3490659   0.5235988    2.6964972387e-07    4.1434266367e-07
   0.3490659   1.0471976   -3.0289152685e-07    5.9787768873e-07
   0.3490659   1.5707963   -7.5263394868e-07   -8.1179637978e-11
   0.3490659   2.0943951   -3.0315405636e-07   -5.9758679007e-07
   0.3490659   2.6179939    2.6960398271e-07   -4.1430900737e-07
   0.3490659   3.1415927    3.3267388192e-07   -1.3677577868e-10
   0.3490659   3.6651914    1.2262414259e-07    1.8847685427e-07
   0.3490659   4.1887902   -7.5598452117e-08    1.4888935777e-07
   0.3490659   4.7123890   -1.4895905880e-07    1.5260599938e-11
   0.3490659   5.2359878   -7.5537896257e-08   -1.4895874087e-07
   0.3490659   5.7595865    1.2264489165e-07   -1.8849152582e-07
   0.5235988   0.0000000    3.3275354111e-07    2.8438637142e-11
   0.5235988   0.5235988    3.5868379380e-07    4.7823579847e-07
   0.5235988   1.0471976   -3.6951871958e-07    8.8616623111e-07
   0.5235988   1.5707963   -1.1629953454e-06   -3.0135580576e-11
   0.5235988   2.0943951   -3.6939951846e-07   -8.8623639193e-07
   0.5235988   2.6179939    3.5867449391e-07   -4.7821074800e-07
   0.5235988   3.1415927    3.3275357059e-07   -2.8449895274e-11
   0.5235988   3.6651914    1.1202571425e-07    1.4933638097e-07
   0.5235988   4.1887902   -4.5299503006e-08    1.0861230138e-07
   0.5235988   4.7123890   -9.7571103953e-08    1.9699755069e-12
   0.5235988   5.2359878   -4.5311096626e-08   -1.0860476561e-07
   0.5235988   5.7595865    1.1202832603e-07   -1.4934329315e-07
   0.6981317   0.0000000    3.3276085348e-07    3.1125309039e-12
   0.6981317   0.5235988    4.8051727329e-07    5.2837757379e-07
   0.6981317   1.0471976   -3.8137438713e-07    1.3299078212e-06
   0.6981317   1.5707963   -1.8485608342e-06   -2.6303507934e-11
   0.6981317   2.0943951   -3.8136389860e-07   -1.3299312329e-06
   0.6981317   2.6179939    4.8051742952e-07   -5.2837318965e-07
   0.6981317   3.1415927    3.3276096062e-07   -3.1050450714e-12
