#   time = 15.234375,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   0.5235988   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   1.0471976   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   1.5707963   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   2.0943951   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   2.6179939   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   3.1415927   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   3.6651914   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   4.1887902   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   4.7123890   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   5.2359878   -1.4769194620e-07   -2.1558434315e-07
   0.0000000   5.7595865   -1.4769194620e-07   -2.1558434315e-07
   0.1745329   0.0000000    3.3026200606e-07    1.4651739592e-09
   0.1745329   0.5235988    2.0970652849e-07    3.4924451106e-07
   0.1745329   1.0471976   -2.3322859070e-07    4.0695228161e-07
   0.1745329   1.5707963   -4.9389631687e-07   -6.3881956093e-10
   0.1745329   2.0943951   -2.3374208559e-07   -4.0867305882e-07
   0.1745329   2.6179939    2.1008892792e-07   -3.4861581809e-07
   0.1745329   3.1415927    3.3053698615e-07   -1.1396470621e-09
   0.1745329   3.6651914    1.4268796112e-07    2.3339281199e-07
   0.1745329   4.1887902   -1.1787620752e-07    2.0622515257e-07
   0.1745329   4.7123890   -2.2200481873e-07    3.7793671315e-10
   0.1745329   5.2359878   -1.1758934586e-07   -2.0510431519e-07
   0.1745329   5.7595865    1.4253053150e-07   -2.3364635464e-07
   0.3490659   0.0000000    3.3170740479e-07    1.3801664554e-10
   0.3490659   0.5235988    2.6867927570e-07    4.1279880305e-07
   0.3490659   1.0471976   -3.0145519772e-07    5.9514251959e-07
   0.3490659   1.5707963   -7.4882596526e-07   -8.0642236373e-11
   0.3490659   2.0943951   -3.0171609218e-07   -5.9485340729e-07
   0.3490659   2.6179939    2.6863376573e-07   -4.1276533573e-07
   0.3490659   3.1415927    3.3170888353e-07   -1.3653946552e-10
   0.3490659   3.6651914    1.2233551194e-07    1.8801159905e-07
   0.3490659   4.1887902   -7.5421586321e-08    1.4856129889e-07
   0.3490659   4.7123890   -1.4863408535e-07    1.5219670225e-11
   0.3490659   5.2359878   -7.5361202183e-08   -1.4863048439e-07
   0.3490659   5.7595865    1.2235619497e-07   -1.8802621883e-07
   0.5235988   0.0000000    3.3178872676e-07    2.8689521100e-11
   0.5235988   0.5235988    3.5720166267e-07    4.7620273128e-07
   0.5235988   1.0471976   -3.6715683390e-07    8.8070267893e-07
   0.5235988   1.5707963   -1.1543984593e-06   -2.9745817935e-11
   0.5235988   2.0943951   -3.6703906062e-07   -8.8077219895e-07
   0.5235988   2.6179939    3.5719245444e-07   -4.7617790777e-07
   0.5235988   3.1415927    3.3178875124e-07   -2.8700670426e-11
   0.5235988   3.6651914    1.1177884290e-07    1.4899193084e-07
   0.5235988   4.1887902   -4.5201489546e-08    1.0839418771e-07
   0.5235988   4.7123890   -9.7377798833e-08    1.9640353571e-12
   0.5235988   5.2359878   -4.5213043902e-08   -1.0838667485e-07
   0.5235988   5.7595865    1.1178144520e-07   -1.4899881429e-07
   0.6981317   0.0000000    3.3179632007e-07    3.3257158077e-12
   0.6981317   0.5235988    4.7823243186e-07    5.2580543381e-07
   0.6981317   1.0471976   -3.7791263387e-07    1.3183400379e-06
   0.6981317   1.5707963   -1.8268731314e-06   -2.5620975946e-11
   0.6981317   2.0943951   -3.7790207822e-07   -1.3183637330e-06
   0.6981317   2.6179939    4.7823254229e-07   -5.2580105848e-07
   0.6981317   3.1415927    3.3179642457e-07   -3.3180959412e-12
   0.6981317   3.6651914    1.0534135631e-07    1.1583539847e-07
   0.6981317   4.1887902   -2.2649603717e-08    7.8973677295e-08
   0.6981317   4.7123890   -6.1543118995e-08    4.8357235892e-13
   0.6981317   5.2359878   -2.2649858500e-08   -7.8972801387e-08
   0.6981317   5.7595865    1.0534133135e-07   -1.1583610644e-07
   0.8726646   0.0000000    3.3179428299e-07   -5.7688944399e-12
   0.8726646   0.5235988    6.3191636936e-07    5.4383349710e-07
   0.8726646   1.0471976   -2.1046502816e-07    1.9568032323e-06
   0.8726646   1.5707963   -2.9801990761e-06   -4.3440646039e-11
   0.8726646   2.0943951   -2.1048877503e-07   -1.9568031443e-06
   0.8726646   2.6179939    6.3190352148e-07   -5.4382059109e-07
   0.8726646   3.1415927    3.3179383435e-07    5.7664536170e-12
   0.8726646   3.6651914    1.0153578251e-07    8.7402765732e-08
   0.8726646   4.1887902   -6.1082452101e-09    5.6694564309e-08
   0.8726646   4.7123890   -3.6537854011e-08    1.6883406067e-13
   0.8726646   5.2359878   -6.1079849193e-09   -5.6694410747e-08
   0.8726646   5.7595865    1.0153666363e-07   -8.7404183761e-08
   1.0471976   0.0000000    3.3179057325e-07   -8.7563689304e-12
   1.0471976   0.5235988    8.0742032533e-07    5.0841906071e-07
   1.0471976   1.0471976    3.9710617169e-07    2.7486680312e-06
   1.0471976   1.5707963   -4.9584262257e-06   -1.3096076037e-10
   1.0471976   2.0943951    3.9721387923e-07   -2.7486575545e-06
   1.0471976   2.6179939    8.0744609234e-07   -5.0842945935e-07
   1.0471976   3.1415927    3.3179121386e-07    8.7579398014e-12
   1.0471976   3.6651914    9.9350860993e-08    6.2579399966e-08
   1.0471976   4.1887902    5.6470215817e-09    3.9130673952e-08
   1.0471976   4.7123890   -1.9382846553e-08    7.2438308260e-14
   1.0471976   5.2359878    5.6465937049e-09   -3.9130443862e-08
   1.0471976   5.7595865    9.9349943787e-08   -6.2578402058e-08
   1.2217305   0.0000000    3.3178748503e-07   -8.0136808113e-12
   1.2217305   0.5235988    9.7856731587e-07    4.0204369292e-07
