#   time = 11.718750,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   0.5235988   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   1.0471976   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   1.5707963   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   2.0943951   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   2.6179939   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   3.1415927   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   3.6651914   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   4.1887902   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   4.7123890   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   5.2359878   -1.4780398300e-07   -2.1574505964e-07
   0.0000000   5.7595865   -1.4780398300e-07   -2.1574505964e-07
   0.1745329   0.0000000    3.3050332386e-07    1.4665151517e-09
   0.1745329   0.5235988    2.0987344067e-07    3.4953432389e-07
   0.1745329   1.0471976   -2.3344629577e-07    4.0731762486e-07
   0.1745329   1.5707963   -4.9436220315e-07   -6.3949000418e-10
   0.1745329   2.0943951   -2.3396027759e-07   -4.0904000402e-07
   0.1745329   2.6179939    2.1025619657e-07   -3.4890509923e-07
   0.1745329   3.1415927    3.3077851781e-07   -1.1407168178e-09
   0.1745329   3.6651914    1.4278042093e-07    2.3355034702e-07
   0.1745329   4.1887902   -1.1795414324e-07    2.0635452725e-07
   0.1745329   4.7123890   -2.2214362948e-07    3.7817393453e-10
   0.1745329   5.2359878   -1.1766705104e-07   -2.0523292450e-07
   0.1745329   5.7595865    1.4262288373e-07   -2.3380407378e-07
   0.3490659   0.0000000    3.3194957959e-07    1.3803986501e-10
   0.3490659   0.5235988    2.6892305074e-07    4.1318634717e-07
   0.3490659   1.0471976   -3.0181575975e-07    5.9582960072e-07
   0.3490659   1.5707963   -7.4978253991e-07   -8.0777248821e-11
   0.3490659   2.0943951   -3.0207706516e-07   -5.9554003989e-07
   0.3490659   2.6179939    2.6887748295e-07   -4.1315283120e-07
   0.3490659   3.1415927    3.3195105663e-07   -1.3656115746e-10
   0.3490659   3.6651914    1.2240791152e-07    1.8812829625e-07
   0.3490659   4.1887902   -7.5465923974e-08    1.4864355337e-07
   0.3490659   4.7123890   -1.4871554884e-07    1.5229922975e-11
   0.3490659   5.2359878   -7.5405496596e-08   -1.4871278841e-07
   0.3490659   5.7595865    1.2242861084e-07   -1.8814292985e-07
   0.5235988   0.0000000    3.3203082854e-07    2.8590503298e-11
   0.5235988   0.5235988    3.5757401769e-07    4.7671316053e-07
   0.5235988   1.0471976   -3.6774996143e-07    8.8207593175e-07
