#   time = 25.781250,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   0.5235988   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   1.0471976   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   1.5707963   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   2.0943951   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   2.6179939   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   3.1415927   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   3.6651914   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   4.1887902   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   4.7123890   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   5.2359878   -1.4735463021e-07   -2.1510000743e-07
   0.0000000   5.7595865   -1.4735463021e-07   -2.1510000743e-07
   0.1745329   0.0000000    3.2953459952e-07    1.4611827946e-09
   0.1745329   0.5235988    2.0920298754e-07    3.4837100681e-07
   0.1745329   1.0471976   -2.3257278406e-07    4.0585077872e-07
   0.1745329   1.5707963   -4.9249211754e-07   -6.3679678740e-10
   0.1745329   2.0943951   -2.3308480753e-07   -4.0756672189e-07
   0.1745329   2.6179939    2.0958430970e-07   -3.4774391233e-07
   0.1745329   3.1415927    3.2980893416e-07   -1.1364742172e-09
   0.1745329   3.6651914    1.4240925080e-07    2.3291823630e-07
   0.1745329   4.1887902   -1.1764162106e-07    2.0583548172e-07
   0.1745329   4.7123890   -2.2158688937e-07    3.7722178532e-10
   0.1745329   5.2359878   -1.1735545787e-07   -2.0471695255e-07
   0.1745329   5.7595865    1.4225214684e-07   -2.3317122846e-07
   0.3490659   0.0000000    3.3097746459e-07    1.3802316251e-10
   0.3490659   0.5235988    2.6794374257e-07    4.1163056558e-07
   0.3490659   1.0471976   -3.0036839986e-07    5.9306925449e-07
   0.3490659   1.5707963   -7.4594128271e-07   -8.0234131095e-11
   0.3490659   2.0943951   -3.0062803844e-07   -5.9278149022e-07
   0.3490659   2.6179939    2.6789838192e-07   -4.1159723625e-07
   0.3490659   3.1415927    3.3097894190e-07   -1.3654936246e-10
   0.3490659   3.6651914    1.2211735156e-07    1.8766013588e-07
   0.3490659   4.1887902   -7.5288241858e-08    1.4831375693e-07
   0.3490659   4.7123890   -1.4838905787e-07    1.5187853170e-11
   0.3490659   5.2359878   -7.5227994250e-08   -1.4838279415e-07
