#    time = 4.687500,       r = 80.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   0.5235988   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   1.0471976   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   1.5707963   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   2.0943951   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   2.6179939   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   3.1415927   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   3.6651914   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   4.1887902   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   4.7123890   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   5.2359878   -1.4802734194e-07   -2.1606529275e-07
   0.0000000   5.7595865   -1.4802734194e-07   -2.1606529275e-07
   0.1745329   0.0000000    3.3098411119e-07    1.4692310446e-09
   0.1745329   0.5235988    2.1020578380e-07    3.5011172632e-07
   0.1745329   1.0471976   -2.3388012212e-07    4.0804526798e-07
   0.1745329   1.5707963   -4.9529021791e-07   -6.4082471858e-10
   0.1745329   2.0943951   -2.3439507425e-07   -4.0977083793e-07
   0.1745329   2.6179939    2.1058924942e-07   -3.4948144111e-07
   0.1745329   3.1415927    3.3125972978e-07   -1.1428918066e-09
   0.1745329   3.6651914    1.4296465803e-07    2.3386432944e-07
   0.1745329   4.1887902   -1.1810955411e-07    2.0661243555e-07
   0.1745329   4.7123890   -2.2242041104e-07    3.7864692136e-10
   0.1745329   5.2359878   -1.1782200233e-07   -2.0548930675e-07
   0.1745329   5.7595865    1.4280690666e-07   -2.3411842427e-07
   0.3490659   0.0000000    3.3243210611e-07    1.3815429663e-10
   0.3490659   0.5235988    2.6940831647e-07    4.1395834272e-07
   0.3490659   1.0471976   -3.0253400907e-07    5.9719732312e-07
   0.3490659   1.5707963   -7.5168675334e-07   -8.1045964458e-11
   0.3490659   2.0943951   -3.0279613183e-07   -5.9690686908e-07
   0.3490659   2.6179939    2.6936263297e-07   -4.1392473314e-07
   0.3490659   3.1415927    3.3243358613e-07   -1.3667204782e-10
   0.3490659   3.6651914    1.2255222935e-07    1.8836094124e-07
   0.3490659   4.1887902   -7.5554366311e-08    1.4880759231e-07
   0.3490659   4.7123890   -1.4887804813e-07    1.5250391487e-11
   0.3490659   5.2359878   -7.5493853217e-08   -1.4887692614e-07
   0.3490659   5.7595865    1.2257296185e-07   -1.8837560008e-07
   0.5235988   0.0000000    3.3251326254e-07    2.8456868093e-11
   0.5235988   0.5235988    3.5831514674e-07    4.7772977182e-07
   0.5235988   1.0471976   -3.6893101137e-07    8.8480792849e-07
   0.5235988   1.5707963   -1.1608585447e-06   -3.0038736043e-11
   0.5235988   2.0943951   -3.6881216918e-07   -8.8487792976e-07
   0.5235988   2.6179939    3.5830586881e-07   -4.7770477540e-07
   0.5235988   3.1415927    3.3251329147e-07   -2.8468098812e-11
   0.5235988   3.6651914    1.1196418560e-07    1.4925054191e-07
   0.5235988   4.1887902   -4.5275066839e-08    1.0855792164e-07
   0.5235988   4.7123890   -9.7522893116e-08    1.9684901995e-12
   0.5235988   5.2359878   -4.5286650633e-08   -1.0855039163e-07
   0.5235988   5.7595865    1.1196679477e-07   -1.4925744689e-07
   0.6981317   0.0000000    3.3252062605e-07    3.1371342982e-12
   0.6981317   0.5235988    4.7994897787e-07    5.2773747211e-07
   0.6981317   1.0471976   -3.8051318477e-07    1.3270339181e-06
   0.6981317   1.5707963   -1.8431701610e-06   -2.6135257032e-11
   0.6981317   2.0943951   -3.8050276828e-07   -1.3270572291e-06
   0.6981317   2.6179939    4.7994913499e-07   -5.2773310489e-07
   0.6981317   3.1415927    3.3252073131e-07   -3.1296502288e-12
   0.6981317   3.6651914    1.0550719781e-07    1.1602564078e-07
   0.6981317   4.1887902   -2.2685108114e-08    7.9084841692e-08
   0.6981317   4.7123890   -6.1629283168e-08    4.8481129431e-13
   0.6981317   5.2359878   -2.2685363785e-08   -7.9083963346e-08
   0.6981317   5.7595865    1.0550717390e-07   -1.1602635176e-07
   0.8726646   0.0000000    3.3251852877e-07   -5.7814527983e-12
   0.8726646   0.5235988    6.3451552773e-07    5.4611524446e-07
   0.8726646   1.0471976   -2.1272825321e-07    1.9756619736e-06
   0.8726646   1.5707963   -3.0262260737e-06   -4.4593891516e-11
   0.8726646   2.0943951   -2.1274024778e-07   -1.9756856020e-06
   0.8726646   2.6179939    6.3450223147e-07   -5.4610211355e-07
   0.8726646   3.1415927    3.3251806133e-07    5.7791736974e-12
   0.8726646   3.6651914    1.0168944983e-07    8.7540239720e-08
   0.8726646   4.1887902   -6.1189825722e-09    5.6771067704e-08
   0.8726646   4.7123890   -3.6582806282e-08    1.6929158372e-13
   0.8726646   5.2359878   -6.1187214982e-09   -5.6770913459e-08
   0.8726646   5.7595865    1.0169033690e-07   -8.7541663345e-08
   1.0471976   0.0000000    3.3251494523e-07   -8.6229834007e-12
   1.0471976   0.5235988    8.1117221622e-07    5.1082412790e-07
   1.0471976   1.0471976    4.0355338683e-07    2.7873179908e-06
   1.0471976   1.5707963   -5.1061902329e-06    1.7229344677e-11
   1.0471976   2.0943951    4.0228054391e-07   -2.7877782617e-06
   1.0471976   2.6179939    8.1119854167e-07   -5.1083428591e-07
   1.0471976   3.1415927    3.3251560424e-07    8.6245794174e-12
   1.0471976   3.6651914    9.9496954113e-08    6.2674723018e-08
   1.0471976   4.1887902    5.6519338264e-09    3.9176452593e-08
   1.0471976   4.7123890   -1.9431089118e-08    7.2733576299e-14
   1.0471976   5.2359878    5.6515043321e-09   -3.9176222051e-08
