#    time = 0.000000,       r = 40.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000    3.3065274830e-08    6.1974336046e-20
   0.0000000   0.2617994    3.3065274830e-08    6.1974336046e-20
   0.0000000   0.5235988    3.3065274830e-08    6.1974336046e-20
   0.0000000   0.7853982    3.3065274830e-08    6.1974336046e-20
   0.0000000   1.0471976    3.3065274830e-08    6.1974336046e-20
   0.0000000   1.3089969    3.3065274830e-08    6.1974336046e-20
   0.0000000   1.5707963    3.3065274830e-08    6.1974336046e-20
   0.0000000   1.8325957    3.3065274830e-08    6.1974336046e-20
   0.0000000   2.0943951    3.3065274830e-08    6.1974336046e-20
   0.0000000   2.3561945    3.3065274830e-08    6.1974336046e-20
   0.0000000   2.6179939    3.3065274830e-08    6.1974336046e-20
   0.0000000   2.8797933    3.3065274830e-08    6.1974336046e-20
   0.0000000   3.1415927    3.3065274830e-08    6.1974336046e-20
   0.0000000   3.4033920    3.3065274830e-08    6.1974336046e-20
   0.0000000   3.6651914    3.3065274830e-08    6.1974336046e-20
   0.0000000   3.9269908    3.3065274830e-08    6.1974336046e-20
   0.0000000   4.1887902    3.3065274830e-08    6.1974336046e-20
   0.0000000   4.4505896    3.3065274830e-08    6.1974336046e-20
   0.0000000   4.7123890    3.3065274830e-08    6.1974336046e-20
   0.0000000   4.9741884    3.3065274830e-08    6.1974336046e-20
   0.0000000   5.2359878    3.3065274830e-08    6.1974336046e-20
   0.0000000   5.4977871    3.3065274830e-08    6.1974336046e-20
   0.0000000   5.7595865    3.3065274830e-08    6.1974336046e-20
   0.0000000   6.0213859    3.3065274830e-08    6.1974336046e-20
   0.0872665   0.0000000    2.1553347281e-06    1.1454309086e-18
   0.0872665   0.2617994    1.9018114958e-06    2.7366013866e-06
   0.0872665   0.5235988    1.1897665202e-06    5.1524752002e-06
   0.0872665   0.7853982    8.7880554992e-09    6.0228825119e-06
   0.0872665   1.0471976   -1.1793572668e-06    5.1876469222e-06
   0.0872665   1.3089969   -1.9019749971e-06    2.7650045487e-06
   0.0872665   1.5707963   -2.1607252208e-06   -1.1995123906e-18
   0.0872665   1.8325957   -1.9019749971e-06   -2.7650045487e-06
   0.0872665   2.0943951   -1.1793572668e-06   -5.1876469222e-06
   0.0872665   2.3561945    8.7880555015e-09   -6.0228825119e-06
   0.0872665   2.6179939    1.1897665202e-06   -5.1524752002e-06
   0.0872665   2.8797933    1.9018114958e-06   -2.7366013866e-06
   0.0872665   3.1415927    2.1553347281e-06   -5.7299028506e-19
   0.0872665   3.4033920    1.9018114958e-06    2.7366013866e-06
   0.0872665   3.6651914    1.1897665202e-06    5.1524752002e-06
   0.0872665   3.9269908    8.7880554979e-09    6.0228825119e-06
   0.0872665   4.1887902   -1.1793572668e-06    5.1876469222e-06
   0.0872665   4.4505896   -1.9019749971e-06    2.7650045487e-06
   0.0872665   4.7123890   -2.1607252208e-06    2.3705817623e-19
   0.0872665   4.9741884   -1.9019749971e-06   -2.7650045487e-06
   0.0872665   5.2359878   -1.1793572668e-06   -5.1876469222e-06
   0.0872665   5.4977871    8.7880555003e-09   -6.0228825119e-06
   0.0872665   5.7595865    1.1897665202e-06   -5.1524752002e-06
   0.0872665   6.0213859    1.9018114958e-06   -2.7366013866e-06
   0.1745329   0.0000000    5.4223493797e-06    8.6843562522e-19
   0.1745329   0.2617994    4.9575258616e-06    2.7865012914e-06
   0.1745329   0.5235988    3.1406922415e-06    4.6721674139e-06
   0.1745329   0.7853982    5.8725697700e-08    5.7288077830e-06
   0.1745329   1.0471976   -3.1174628744e-06    4.8471861353e-06
   0.1745329   1.3089969   -5.1283296239e-06    2.9901816339e-06
   0.1745329   1.5707963   -5.6570820978e-06   -1.6417004503e-18
   0.1745329   1.8325957   -5.1283296239e-06   -2.9901816339e-06
   0.1745329   2.0943951   -3.1174628744e-06   -4.8471861353e-06
   0.1745329   2.3561945    5.8725697702e-08   -5.7288077830e-06
   0.1745329   2.6179939    3.1406922415e-06   -4.6721674139e-06
   0.1745329   2.8797933    4.9575258616e-06   -2.7865012914e-06
   0.1745329   3.1415927    5.4223493797e-06    4.3561673012e-19
   0.1745329   3.4033920    4.9575258616e-06    2.7865012914e-06
   0.1745329   3.6651914    3.1406922415e-06    4.6721674139e-06
   0.1745329   3.9269908    5.8725697699e-08    5.7288077830e-06
   0.1745329   4.1887902   -3.1174628744e-06    4.8471861353e-06
   0.1745329   4.4505896   -5.1283296239e-06    2.9901816339e-06
   0.1745329   4.7123890   -5.6570820978e-06   -3.1643432442e-19
   0.1745329   4.9741884   -5.1283296239e-06   -2.9901816339e-06
   0.1745329   5.2359878   -3.1174628744e-06   -4.8471861353e-06
   0.1745329   5.4977871    5.8725697702e-08   -5.7288077830e-06
   0.1745329   5.7595865    3.1406922415e-06   -4.6721674139e-06
   0.1745329   6.0213859    4.9575258616e-06   -2.7865012914e-06
   0.2617994   0.0000000    5.5428478501e-06   -1.1260578992e-19
   0.2617994   0.2617994    4.9641338240e-06    2.7087222368e-06
   0.2617994   0.5235988    3.0660229950e-06    4.9396277196e-06
   0.2617994   0.7853982    1.9220387843e-07    6.0811385020e-06
   0.2617994   1.0471976   -2.9437262398e-06    5.3825943005e-06
   0.2617994   1.3089969   -5.3783042354e-06    3.1632361609e-06
   0.2617994   1.5707963   -6.1850168183e-06   -1.0349610347e-18
   0.2617994   1.8325957   -5.3783042354e-06   -3.1632361609e-06
   0.2617994   2.0943951   -2.9437262398e-06   -5.3825943005e-06
   0.2617994   2.3561945    1.9220387843e-07   -6.0811385020e-06
   0.2617994   2.6179939    3.0660229950e-06   -4.9396277196e-06
   0.2617994   2.8797933    4.9641338240e-06   -2.7087222368e-06
   0.2617994   3.1415927    5.5428478501e-06    1.4249702700e-18
   0.2617994   3.4033920    4.9641338240e-06    2.7087222368e-06
   0.2617994   3.6651914    3.0660229950e-06    4.9396277196e-06
   0.2617994   3.9269908    1.9220387843e-07    6.0811385020e-06
   0.2617994   4.1887902   -2.9437262398e-06    5.3825943005e-06
   0.2617994   4.4505896   -5.3783042354e-06    3.1632361609e-06
   0.2617994   4.7123890   -6.1850168183e-06   -1.0045795633e-18
   0.2617994   4.9741884   -5.3783042354e-06   -3.1632361609e-06
   0.2617994   5.2359878   -2.9437262398e-06   -5.3825943005e-06
   0.2617994   5.4977871    1.9220387843e-07   -6.0811385020e-06
   0.2617994   5.7595865    3.0660229950e-06   -4.9396277196e-06
   0.2617994   6.0213859    4.9641338240e-06   -2.7087222368e-06
   0.3490659   0.0000000    5.6041830682e-06    3.1034052362e-19
   0.3490659   0.2617994    5.0334252002e-06    2.6770078591e-06
   0.3490659   0.5235988    3.2608153638e-06    4.9925039909e-06
   0.3490659   0.7853982    3.7789245487e-07    6.2248377687e-06
   0.3490659   1.0471976   -3.0022382467e-06    5.8446329902e-06
   0.3490659   1.3089969   -5.7554313565e-06    3.5114661475e-06
   0.3490659   1.5707963   -6.7988262921e-06   -1.0276132992e-18
   0.3490659   1.8325957   -5.7554313565e-06   -3.5114661475e-06
   0.3490659   2.0943951   -3.0022382467e-06   -5.8446329902e-06
   0.3490659   2.3561945    3.7789245487e-07   -6.2248377687e-06
   0.3490659   2.6179939    3.2608153638e-06   -4.9925039909e-06
   0.3490659   2.8797933    5.0334252002e-06   -2.6770078591e-06
   0.3490659   3.1415927    5.6041830682e-06    1.4318792508e-18
   0.3490659   3.4033920    5.0334252002e-06    2.6770078591e-06
   0.3490659   3.6651914    3.2608153638e-06    4.9925039909e-06
   0.3490659   3.9269908    3.7789245487e-07    6.2248377687e-06
   0.3490659   4.1887902   -3.0022382467e-06    5.8446329902e-06
   0.3490659   4.4505896   -5.7554313565e-06    3.5114661475e-06
   0.3490659   4.7123890   -6.7988262921e-06   -1.8760189268e-18
   0.3490659   4.9741884   -5.7554313565e-06   -3.5114661475e-06
   0.3490659   5.2359878   -3.0022382467e-06   -5.8446329902e-06
   0.3490659   5.4977871    3.7789245487e-07   -6.2248377687e-06
   0.3490659   5.7595865    3.2608153638e-06   -4.9925039909e-06
   0.3490659   6.0213859    5.0334252002e-06   -2.6770078591e-06
   0.4363323   0.0000000    5.6221789949e-06    3.1932490707e-19
   0.4363323   0.2617994    5.1144561372e-06    2.6274099332e-06
   0.4363323   0.5235988    3.4807625378e-06    4.9972002385e-06
   0.4363323   0.7853982    6.2721636643e-07    6.5510683940e-06
   0.4363323   1.0471976   -3.0172515351e-06    6.3610871835e-06
   0.4363323   1.3089969   -6.2206381702e-06    3.9861584363e-06
   0.4363323   1.5707963   -7.5140010764e-06   -4.0325396074e-19
   0.4363323   1.8325957   -6.2206381702e-06   -3.9861584363e-06
   0.4363323   2.0943951   -3.0172515351e-06   -6.3610871835e-06
   0.4363323   2.3561945    6.2721636643e-07   -6.5510683940e-06
   0.4363323   2.6179939    3.4807625378e-06   -4.9972002385e-06
   0.4363323   2.8797933    5.1144561372e-06   -2.6274099332e-06
   0.4363323   3.1415927    5.6221789949e-06    1.5429998638e-18
   0.4363323   3.4033920    5.1144561372e-06    2.6274099332e-06
   0.4363323   3.6651914    3.4807625378e-06    4.9972002385e-06
   0.4363323   3.9269908    6.2721636643e-07    6.5510683940e-06
   0.4363323   4.1887902   -3.0172515351e-06    6.3610871835e-06
   0.4363323   4.4505896   -6.2206381702e-06    3.9861584363e-06
   0.4363323   4.7123890   -7.5140010764e-06   -1.5304072797e-18
   0.4363323   4.9741884   -6.2206381702e-06   -3.9861584363e-06
   0.4363323   5.2359878   -3.0172515351e-06   -6.3610871835e-06
   0.4363323   5.4977871    6.2721636643e-07   -6.5510683940e-06
   0.4363323   5.7595865    3.4807625378e-06   -4.9972002385e-06
   0.4363323   6.0213859    5.1144561372e-06   -2.6274099332e-06
   0.5235988   0.0000000    5.6318389004e-06    6.6097211015e-19
   0.5235988   0.2617994    5.2141115798e-06    2.5527484047e-06
   0.5235988   0.5235988    3.7690891272e-06    5.0317241839e-06
   0.5235988   0.7853982    9.8708897376e-07    6.8877176457e-06
