#    time = 2.000000,       r = 40.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000    1.0694846077e-08   -4.4021745699e-19
   0.0000000   0.2617994    1.0694846077e-08   -4.4021745699e-19
   0.0000000   0.5235988    1.0694846077e-08   -4.4021745699e-19
   0.0000000   0.7853982    1.0694846077e-08   -4.4021745699e-19
   0.0000000   1.0471976    1.0694846077e-08   -4.4021745699e-19
   0.0000000   1.3089969    1.0694846077e-08   -4.4021745699e-19
   0.0000000   1.5707963    1.0694846077e-08   -4.4021745699e-19
   0.0000000   1.8325957    1.0694846077e-08   -4.4021745699e-19
   0.0000000   2.0943951    1.0694846077e-08   -4.4021745699e-19
   0.0000000   2.3561945    1.0694846077e-08   -4.4021745699e-19
   0.0000000   2.6179939    1.0694846077e-08   -4.4021745699e-19
   0.0000000   2.8797933    1.0694846077e-08   -4.4021745699e-19
   0.0000000   3.1415927    1.0694846077e-08   -4.4021745699e-19
   0.0000000   3.4033920    1.0694846077e-08   -4.4021745699e-19
   0.0000000   3.6651914    1.0694846077e-08   -4.4021745699e-19
   0.0000000   3.9269908    1.0694846077e-08   -4.4021745699e-19
   0.0000000   4.1887902    1.0694846077e-08   -4.4021745699e-19
   0.0000000   4.4505896    1.0694846077e-08   -4.4021745699e-19
   0.0000000   4.7123890    1.0694846077e-08   -4.4021745699e-19
   0.0000000   4.9741884    1.0694846077e-08   -4.4021745699e-19
   0.0000000   5.2359878    1.0694846077e-08   -4.4021745699e-19
   0.0000000   5.4977871    1.0694846077e-08   -4.4021745699e-19
   0.0000000   5.7595865    1.0694846077e-08   -4.4021745699e-19
   0.0000000   6.0213859    1.0694846077e-08   -4.4021745699e-19
   0.0872665   0.0000000    5.4482806196e-06   -1.2623869939e-17
   0.0872665   0.2617994    4.9598334652e-06    2.8237438774e-06
   0.0872665   0.5235988    3.0873498584e-06    4.6812382801e-06
   0.0872665   0.7853982    1.6334940196e-08    5.6523448899e-06
   0.0872665   1.0471976   -3.0800965141e-06    4.7276422680e-06
   0.0872665   1.3089969   -5.0042695427e-06    2.8773874385e-06
   0.0872665   1.5707963   -5.5099342054e-06   -7.9757302670e-19
   0.0872665   1.8325957   -5.0042695427e-06   -2.8773874385e-06
   0.0872665   2.0943951   -3.0800965141e-06   -4.7276422680e-06
   0.0872665   2.3561945    1.6334940206e-08   -5.6523448899e-06
   0.0872665   2.6179939    3.0873498584e-06   -4.6812382801e-06
   0.0872665   2.8797933    4.9598334652e-06   -2.8237438774e-06
   0.0872665   3.1415927    5.4482806196e-06    3.5555124581e-18
   0.0872665   3.4033920    4.9598334652e-06    2.8237438774e-06
   0.0872665   3.6651914    3.0873498584e-06    4.6812382801e-06
   0.0872665   3.9269908    1.6334940200e-08    5.6523448899e-06
   0.0872665   4.1887902   -3.0800965141e-06    4.7276422680e-06
   0.0872665   4.4505896   -5.0042695427e-06    2.8773874385e-06
   0.0872665   4.7123890   -5.5099342054e-06    1.6501424179e-17
   0.0872665   4.9741884   -5.0042695427e-06   -2.8773874385e-06
   0.0872665   5.2359878   -3.0800965141e-06   -4.7276422680e-06
   0.0872665   5.4977871    1.6334940208e-08   -5.6523448899e-06
   0.0872665   5.7595865    3.0873498584e-06   -4.6812382801e-06
   0.0872665   6.0213859    4.9598334653e-06   -2.8237438774e-06
   0.1745329   0.0000000    5.6316707879e-06   -1.0568719053e-17
   0.1745329   0.2617994    4.9454386200e-06    2.7741873293e-06
   0.1745329   0.5235988    2.9678058477e-06    4.9497668239e-06
   0.1745329   0.7853982    9.0234954083e-08    5.8242803125e-06
   0.1745329   1.0471976   -2.9132296178e-06    5.1633580779e-06
   0.1745329   1.3089969   -5.1361062138e-06    2.9842124544e-06
   0.1745329   1.5707963   -5.9416220724e-06    5.0590057363e-19
   0.1745329   1.8325957   -5.1361062138e-06   -2.9842124544e-06
   0.1745329   2.0943951   -2.9132296178e-06   -5.1633580779e-06
   0.1745329   2.3561945    9.0234954085e-08   -5.8242803125e-06
   0.1745329   2.6179939    2.9678058476e-06   -4.9497668239e-06
   0.1745329   2.8797933    4.9454386200e-06   -2.7741873293e-06
   0.1745329   3.1415927    5.6316707879e-06   -6.6260107886e-18
   0.1745329   3.4033920    4.9454386200e-06    2.7741873293e-06
   0.1745329   3.6651914    2.9678058477e-06    4.9497668239e-06
   0.1745329   3.9269908    9.0234954079e-08    5.8242803125e-06
   0.1745329   4.1887902   -2.9132296178e-06    5.1633580779e-06
   0.1745329   4.4505896   -5.1361062138e-06    2.9842124544e-06
   0.1745329   4.7123890   -5.9416220725e-06   -6.0020637415e-18
   0.1745329   4.9741884   -5.1361062138e-06   -2.9842124544e-06
   0.1745329   5.2359878   -2.9132296178e-06   -5.1633580779e-06
   0.1745329   5.4977871    9.0234954074e-08   -5.8242803125e-06
   0.1745329   5.7595865    2.9678058477e-06   -4.9497668239e-06
   0.1745329   6.0213859    4.9454386200e-06   -2.7741873293e-06
   0.2617994   0.0000000    5.6580466027e-06   -2.8871753902e-18
   0.2617994   0.2617994    4.9956416354e-06    2.7664013455e-06
   0.2617994   0.5235988    3.0723438427e-06    4.9674566352e-06
   0.2617994   0.7853982    2.1001835645e-07    6.0186481140e-06
   0.2617994   1.0471976   -2.9361142145e-06    5.4595784974e-06
   0.2617994   1.3089969   -5.4264255246e-06    3.2575416953e-06
   0.2617994   1.5707963   -6.3707988230e-06    4.3994159226e-18
   0.2617994   1.8325957   -5.4264255246e-06   -3.2575416953e-06
   0.2617994   2.0943951   -2.9361142145e-06   -5.4595784974e-06
   0.2617994   2.3561945    2.1001835644e-07   -6.0186481140e-06
   0.2617994   2.6179939    3.0723438427e-06   -4.9674566352e-06
   0.2617994   2.8797933    4.9956416354e-06   -2.7664013454e-06
   0.2617994   3.1415927    5.6580466027e-06   -9.2706939236e-19
   0.2617994   3.4033920    4.9956416354e-06    2.7664013454e-06
   0.2617994   3.6651914    3.0723438427e-06    4.9674566352e-06
   0.2617994   3.9269908    2.1001835645e-07    6.0186481140e-06
   0.2617994   4.1887902   -2.9361142145e-06    5.4595784974e-06
   0.2617994   4.4505896   -5.4264255246e-06    3.2575416953e-06
   0.2617994   4.7123890   -6.3707988230e-06    6.4118840559e-18
   0.2617994   4.9741884   -5.4264255246e-06   -3.2575416953e-06
   0.2617994   5.2359878   -2.9361142145e-06   -5.4595784974e-06
   0.2617994   5.4977871    2.1001835644e-07   -6.0186481140e-06
   0.2617994   5.7595865    3.0723438427e-06   -4.9674566352e-06
   0.2617994   6.0213859    4.9956416354e-06   -2.7664013454e-06
   0.3490659   0.0000000    5.6625796171e-06   -6.8579057875e-19
   0.3490659   0.2617994    5.0615309020e-06    2.7185700960e-06
   0.3490659   0.5235988    3.2586665664e-06    5.0065821933e-06
   0.3490659   0.7853982    3.9212270038e-07    6.2786477087e-06
   0.3490659   1.0471976   -2.9883556744e-06    5.9003119283e-06
   0.3490659   1.3089969   -5.8245312696e-06    3.6134957885e-06
   0.3490659   1.5707963   -6.9419189765e-06   -1.3006822147e-18
   0.3490659   1.8325957   -5.8245312696e-06   -3.6134957885e-06
   0.3490659   2.0943951   -2.9883556744e-06   -5.9003119283e-06
   0.3490659   2.3561945    3.9212270038e-07   -6.2786477087e-06
   0.3490659   2.6179939    3.2586665664e-06   -5.0065821933e-06
   0.3490659   2.8797933    5.0615309020e-06   -2.7185700960e-06
   0.3490659   3.1415927    5.6625796171e-06    6.5847927729e-18
   0.3490659   3.4033920    5.0615309020e-06    2.7185700960e-06
   0.3490659   3.6651914    3.2586665664e-06    5.0065821933e-06
   0.3490659   3.9269908    3.9212270038e-07    6.2786477087e-06
   0.3490659   4.1887902   -2.9883556744e-06    5.9003119283e-06
   0.3490659   4.4505896   -5.8245312696e-06    3.6134957885e-06
   0.3490659   4.7123890   -6.9419189765e-06   -4.8451353197e-18
   0.3490659   4.9741884   -5.8245312696e-06   -3.6134957885e-06
   0.3490659   5.2359878   -2.9883556744e-06   -5.9003119283e-06
   0.3490659   5.4977871    3.9212270038e-07   -6.2786477087e-06
   0.3490659   5.7595865    3.2586665664e-06   -5.0065821933e-06
   0.3490659   6.0213859    5.0615309020e-06   -2.7185700960e-06
   0.4363323   0.0000000    5.6641883014e-06    8.6535123415e-18
   0.4363323   0.2617994    5.1455256074e-06    2.6533949707e-06
   0.4363323   0.5235988    3.5017462027e-06    5.0410191540e-06
   0.4363323   0.7853982    6.5255877356e-07    6.5999108146e-06
   0.4363323   1.0471976   -3.0191683579e-06    6.4753366096e-06
   0.4363323   1.3089969   -6.3217289195e-06    4.0955896603e-06
   0.4363323   1.5707963   -7.6766778322e-06   -4.3188337063e-18
   0.4363323   1.8325957   -6.3217289195e-06   -4.0955896603e-06
   0.4363323   2.0943951   -3.0191683579e-06   -6.4753366096e-06
   0.4363323   2.3561945    6.5255877357e-07   -6.5999108146e-06
   0.4363323   2.6179939    3.5017462027e-06   -5.0410191540e-06
   0.4363323   2.8797933    5.1455256074e-06   -2.6533949707e-06
   0.4363323   3.1415927    5.6641883014e-06   -5.2815661636e-18
   0.4363323   3.4033920    5.1455256075e-06    2.6533949707e-06
   0.4363323   3.6651914    3.5017462026e-06    5.0410191540e-06
   0.4363323   3.9269908    6.5255877357e-07    6.5999108146e-06
   0.4363323   4.1887902   -3.0191683579e-06    6.4753366096e-06
   0.4363323   4.4505896   -6.3217289195e-06    4.0955896603e-06
   0.4363323   4.7123890   -7.6766778322e-06    9.9985048122e-19
   0.4363323   4.9741884   -6.3217289195e-06   -4.0955896603e-06
   0.4363323   5.2359878   -3.0191683579e-06   -6.4753366096e-06
   0.4363323   5.4977871    6.5255877357e-07   -6.5999108146e-06
   0.4363323   5.7595865    3.5017462026e-06   -5.0410191540e-06
   0.4363323   6.0213859    5.1455256074e-06   -2.6533949707e-06
   0.5235988   0.0000000    5.6652100948e-06    4.1555016598e-18
   0.5235988   0.2617994    5.2443588487e-06    2.5702918789e-06
   0.5235988   0.5235988    3.8027117749e-06    5.0640537326e-06
   0.5235988   0.7853982    1.0095414218e-06    6.9688437142e-06
   0.5235988   1.0471976   -2.9941625038e-06    7.1910486568e-06
   0.5235988   1.3089969   -6.9005224990e-06    4.7238016122e-06
   0.5235988   1.5707963   -8.5754754600e-06   -1.4089101642e-18
   0.5235988   1.8325957   -6.9005224990e-06   -4.7238016122e-06
   0.5235988   2.0943951   -2.9941625038e-06   -7.1910486568e-06
   0.5235988   2.3561945    1.0095414218e-06   -6.9688437142e-06
   0.5235988   2.6179939    3.8027117749e-06   -5.0640537326e-06
   0.5235988   2.8797933    5.2443588487e-06   -2.5702918789e-06
   0.5235988   3.1415927    5.6652100948e-06    6.3836454022e-19
   0.5235988   3.4033920    5.2443588487e-06    2.5702918789e-06
   0.5235988   3.6651914    3.8027117749e-06    5.0640537326e-06
   0.5235988   3.9269908    1.0095414218e-06    6.9688437142e-06
   0.5235988   4.1887902   -2.9941625038e-06    7.1910486567e-06
   0.5235988   4.4505896   -6.9005224990e-06    4.7238016122e-06
   0.5235988   4.7123890   -8.5754754600e-06    5.9686954695e-18
   0.5235988   4.9741884   -6.9005224990e-06   -4.7238016122e-06
   0.5235988   5.2359878   -2.9941625038e-06   -7.1910486567e-06
   0.5235988   5.4977871    1.0095414218e-06   -6.9688437142e-06
   0.5235988   5.7595865    3.8027117749e-06   -5.0640537326e-06
   0.5235988   6.0213859    5.2443588487e-06   -2.5702918789e-06
   0.6108652   0.0000000    5.6642968579e-06    9.8772190348e-19
   0.6108652   0.2617994    5.3540789188e-06    2.4672908988e-06
   0.6108652   0.5235988    4.1591237860e-06    5.0624050440e-06
   0.6108652   0.7853982    1.4818531978e-06    7.3623843506e-06
   0.6108652   1.0471976   -2.8684039821e-06    8.0405259791e-06
   0.6108652   1.3089969   -7.5248945741e-06    5.5118099457e-06
   0.6108652   1.5707963   -9.6242665500e-06   -4.5012717831e-18
   0.6108652   1.8325957   -7.5248945742e-06   -5.5118099457e-06
   0.6108652   2.0943951   -2.8684039821e-06   -8.0405259792e-06
   0.6108652   2.3561945    1.4818531977e-06   -7.3623843506e-06
   0.6108652   2.6179939    4.1591237860e-06   -5.0624050439e-06
   0.6108652   2.8797933    5.3540789188e-06   -2.4672908988e-06
   0.6108652   3.1415927    5.6642968579e-06    1.3881156239e-17
   0.6108652   3.4033920    5.3540789188e-06    2.4672908988e-06
   0.6108652   3.6651914    4.1591237860e-06    5.0624050439e-06
   0.6108652   3.9269908    1.4818531978e-06    7.3623843506e-06
   0.6108652   4.1887902   -2.8684039820e-06    8.0405259791e-06
   0.6108652   4.4505896   -7.5248945741e-06    5.5118099456e-06
   0.6108652   4.7123890   -9.6242665500e-06   -3.6721095431e-18
   0.6108652   4.9741884   -7.5248945741e-06   -5.5118099456e-06
   0.6108652   5.2359878   -2.8684039821e-06   -8.0405259792e-06
   0.6108652   5.4977871    1.4818531977e-06   -7.3623843506e-06
   0.6108652   5.7595865    4.1591237860e-06   -5.0624050439e-06
   0.6108652   6.0213859    5.3540789188e-06   -2.4672908988e-06
   0.6981317   0.0000000    5.6634384510e-06    3.2361675626e-17
   0.6981317   0.2617994    5.4731098483e-06    2.3434941090e-06
   0.6981317   0.5235988    4.5699480788e-06    5.0194679814e-06
   0.6981317   0.7853982    2.0950428663e-06    7.7472428799e-06
   0.6981317   1.0471976   -2.5743191562e-06    9.0053996508e-06
   0.6981317   1.3089969   -8.1256383526e-06    6.4826995372e-06
   0.6981317   1.5707963   -1.0775674627e-05    1.1346924079e-17
   0.6981317   1.8325957   -8.1256383527e-06   -6.4826995373e-06
   0.6981317   2.0943951   -2.5743191562e-06   -9.0053996508e-06
   0.6981317   2.3561945    2.0950428664e-06   -7.7472428800e-06
   0.6981317   2.6179939    4.5699480787e-06   -5.0194679812e-06
   0.6981317   2.8797933    5.4731098484e-06   -2.3434941090e-06
   0.6981317   3.1415927    5.6634384511e-06    5.0324753199e-17
   0.6981317   3.4033920    5.4731098485e-06    2.3434941091e-06
   0.6981317   3.6651914    4.5699480787e-06    5.0194679812e-06
   0.6981317   3.9269908    2.0950428664e-06    7.7472428800e-06
   0.6981317   4.1887902   -2.5743191562e-06    9.0053996508e-06
   0.6981317   4.4505896   -8.1256383525e-06    6.4826995371e-06
   0.6981317   4.7123890   -1.0775674627e-05   -3.9392963372e-17
   0.6981317   4.9741884   -8.1256383527e-06   -6.4826995370e-06
   0.6981317   5.2359878   -2.5743191562e-06   -9.0053996509e-06
   0.6981317   5.4977871    2.0950428665e-06   -7.7472428801e-06
   0.6981317   5.7595865    4.5699480788e-06   -5.0194679812e-06
   0.6981317   6.0213859    5.4731098485e-06   -2.3434941091e-06
   0.7853982   0.0000000    5.6644001541e-06    2.3959331724e-17
   0.7853982   0.2617994    5.6000033451e-06    2.1989079678e-06
   0.7853982   0.5235988    5.0311633925e-06    4.9234317441e-06
   0.7853982   0.7853982    2.8653200722e-06    8.0848642583e-06
   0.7853982   1.0471976   -2.0434260229e-06    1.0045088560e-05
   0.7853982   1.3089969   -8.6160081367e-06    7.6303557997e-06
   0.7853982   1.5707963   -1.1957259011e-05    3.5805383887e-17
   0.7853982   1.8325957   -8.6160081365e-06   -7.6303557996e-06
   0.7853982   2.0943951   -2.0434260228e-06   -1.0045088560e-05
   0.7853982   2.3561945    2.8653200722e-06   -8.0848642583e-06
   0.7853982   2.6179939    5.0311633925e-06   -4.9234317440e-06
   0.7853982   2.8797933    5.6000033451e-06   -2.1989079678e-06
   0.7853982   3.1415927    5.6644001541e-06   -2.4577819063e-17
   0.7853982   3.4033920    5.6000033450e-06    2.1989079680e-06
   0.7853982   3.6651914    5.0311633924e-06    4.9234317439e-06
   0.7853982   3.9269908    2.8653200722e-06    8.0848642583e-06
   0.7853982   4.1887902   -2.0434260229e-06    1.0045088560e-05
   0.7853982   4.4505896   -8.6160081365e-06    7.6303557996e-06
   0.7853982   4.7123890   -1.1957259011e-05   -1.0626812594e-17
   0.7853982   4.9741884   -8.6160081365e-06   -7.6303557996e-06
   0.7853982   5.2359878   -2.0434260227e-06   -1.0045088560e-05
   0.7853982   5.4977871    2.8653200724e-06   -8.0848642583e-06
   0.7853982   5.7595865    5.0311633924e-06   -4.9234317442e-06
   0.7853982   6.0213859    5.6000033451e-06   -2.1989079678e-06
   0.8726646   0.0000000    5.6623621563e-06   -5.1639580150e-18
   0.8726646   0.2617994    5.7229313989e-06    2.0268979764e-06
   0.8726646   0.5235988    5.5303075475e-06    4.7551054244e-06
   0.8726646   0.7853982    3.8029044902e-06    8.3168437830e-06
   0.8726646   1.0471976   -1.1860753555e-06    1.1084195933e-05
   0.8726646   1.3089969   -8.8583597887e-06    8.9443482373e-06
   0.8726646   1.5707963   -1.3036631630e-05   -1.6314246623e-16
   0.8726646   1.8325957   -8.8583597890e-06   -8.9443482374e-06
   0.8726646   2.0943951   -1.1860753556e-06   -1.1084195933e-05
   0.8726646   2.3561945    3.8029044903e-06   -8.3168437829e-06
   0.8726646   2.6179939    5.5303075476e-06   -4.7551054242e-06
   0.8726646   2.8797933    5.7229313990e-06   -2.0268979764e-06
   0.8726646   3.1415927    5.6623621561e-06   -4.7812058290e-17
   0.8726646   3.4033920    5.7229313989e-06    2.0268979763e-06
   0.8726646   3.6651914    5.5303075477e-06    4.7551054242e-06
   0.8726646   3.9269908    3.8029044903e-06    8.3168437829e-06
   0.8726646   4.1887902   -1.1860753554e-06    1.1084195934e-05
   0.8726646   4.4505896   -8.8583597890e-06    8.9443482374e-06
   0.8726646   4.7123890   -1.3036631631e-05    4.8563165850e-17
   0.8726646   4.9741884   -8.8583597890e-06   -8.9443482374e-06
   0.8726646   5.2359878   -1.1860753554e-06   -1.1084195933e-05
   0.8726646   5.4977871    3.8029044904e-06   -8.3168437827e-06
   0.8726646   5.7595865    5.5303075477e-06   -4.7551054244e-06
   0.8726646   6.0213859    5.7229313989e-06   -2.0268979764e-06
   0.9599311   0.0000000    5.6622916848e-06   -8.7988374463e-18
   0.9599311   0.2617994    5.8582472214e-06    1.8454718379e-06
   0.9599311   0.5235988    6.0565418515e-06    4.5012630239e-06
   0.9599311   0.7853982    4.9076637395e-06    8.3776152007e-06
   0.9599311   1.0471976    8.5287207758e-08    1.1998863807e-05
   0.9599311   1.3089969   -8.6030886609e-06    1.0294373042e-05
